tahun_anggaran,kd_klpd,nama_klpd,jenis_klpd,kd_satker,kd_program,kd_program_str,nama_program,pagu_program,kd_program_lokal,is_deleted,_event_date
2025,"D107","Kab. Bandung","KABUPATEN",60478,2591105,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",814456232,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60478,2591106,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",261094331,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60478,2591107,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",55312000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60478,2591108,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",213463600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60478,2591109,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",127000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60478,2591110,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",34847532,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60460,2592456,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",503313062,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60460,2592457,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",53271700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60460,2592458,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",62915000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60460,2592459,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",163108860,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60460,2592460,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",97905000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60460,2592461,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",45852450,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60496,2599417,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",136000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60496,2599418,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",847859710,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60496,2599419,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",111800000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60496,2599420,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",53692500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60496,2599421,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",439000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60496,2599422,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",68400000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60490,2601039,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",907466300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60490,2601040,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",142955700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60490,2601041,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",89832000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60490,2601042,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",483048000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60490,2601043,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",97850000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60490,2601044,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",198848000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60414,2601108,"1.02.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",167163913588,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60499,2601257,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",578590200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60499,2601258,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",597874600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60499,2601259,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",82591300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60499,2601260,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",125163900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60499,2601261,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",89230000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60499,2601262,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",59970000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60465,2602645,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",1234409457,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60465,2602646,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",1554351105,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60465,2602647,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",50200000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60465,2602648,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",86349000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60465,2602649,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",33280644,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60465,2602650,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",281317700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60479,2614679,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",567735300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60479,2614680,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",41462000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60479,2614681,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",165195336,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60479,2614682,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",89919600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60479,2614683,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",82308000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60479,2614684,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",259281296,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60485,2615016,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",793644828,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60485,2615017,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",298579400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60485,2615018,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",106719900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60485,2615019,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",131653800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60485,2615020,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",108467200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60485,2615021,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",232699791,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60487,2616451,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",608837719,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60487,2616452,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",102700000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60487,2616453,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",88200000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60487,2616454,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",250153615,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60487,2616455,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",155690000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60487,2616456,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",25050000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60412,2620487,"4.02.01","program penunjang urusan pemerintahan daerah kabupaten / kota",6248060800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60501,2624446,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",740218690,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60501,2624447,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",55283100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60501,2624448,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",239747706,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60501,2624449,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",47231334,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60501,2624450,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",124382000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60501,2624451,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",32965000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60428,2626947,"1.05.02","PROGRAM PENINGKATAN KETENTERAMAN DAN KETERTIBAN UMUM",48003776296,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60428,2626948,"1.05.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",18042574240,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60502,2629976,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",893083512,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60502,2629977,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",196886800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60502,2629978,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",82801200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60502,2629979,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",165191100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60502,2629980,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",71557200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60502,2629981,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",72078400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60498,2652250,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",557503390,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60498,2652251,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",247747700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60498,2652252,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",99365300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60498,2652253,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",59838000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60498,2652254,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",72447959,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60498,2652255,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",44724940,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60481,2655396,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",1474944676,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60481,2655397,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",552800000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60481,2655398,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",2681044240,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60481,2655399,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",175176000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60481,2655400,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",47478000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60481,2655401,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",115794000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60473,2655413,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",790460000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60473,2655414,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",210000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60473,2655415,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",116000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60473,2655416,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",52235000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60473,2655417,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",120248000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60473,2655418,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",585000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60412,2659494,"4.02.02","program dukungan pelaksanaan tugas dan fungsi dprd",1771126135,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60475,2664423,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",672413416,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60475,2664424,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",417583586,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60475,2664425,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",60000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60475,2664426,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",138774000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60475,2664427,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",175823500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60475,2664428,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",52109400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60412,2676178,"4.02.02","Program Dukungan Pelaksanaan Tugas dan Fungsi DPRD",15040678100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60483,2689227,"7.01.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",1000558196,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60483,2689228,"7.01.04","PROGRAM KOORDINASI KETENTRAMAN DAN KETERTIBAN UMUM",28200000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60483,2689229,"7.01.02","PROGRAM PENYELENGGARAAN PEMERINTAHAN DAN PELAYANAN PUBLIK",391899700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60483,2689230,"7.01.05","PROGRAM PENYELENGGARAAN URUSAN PEMERINTAHAN UMUM",72110000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60483,2689231,"7.01.06","PROGRAM PEMBINAAN DAN PENGAWASAN PEMERINTAHAN DESA",47430000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60483,2689232,"7.01.03","PROGRAM PEMBERDAYAAN MASYARAKAT DESA DAN KELURAHAN",89075300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60412,2690845,"4.02.02","program dukungan pelaksanaan tugas dan fungsi dprd ",1009475277,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60412,2691315,"4.02.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA-",1535972200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60412,2691453,"4.02.02","PROGRAM DUKUNGAN PELAKSANAAN TUGAS DAN FUNGSI DPRD-",584320000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60414,2713814,"1.02.02","PROGRAM PEMENUHAN UPAYA KESEHATAN PERORANGAN DAN UPAYA KESEHATAN MASYARAKAT",16993689500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60412,2738846,"4.02.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA *",60347800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",387484,2743852,"2.22.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",844807640,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",387484,2743853,"2.22.02","PROGRAM PENGEMBANGAN KEBUDAYAAN",3080936286,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",387484,2743854,"2.22.03","PROGRAM PENGEMBANGAN KESENIAN TRADISIONAL",700100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",387484,2743855,"2.22.05","PROGRAM PELESTARIAN DAN PENGELOLAAN CAGAR BUDAYA",398198000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",389099,2744217,"3.26.03","PROGRAM PEMASARAN PARIWISATA",1407473900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",389099,2745323,"3.26.03","PROGRAM PEMASARAN PARIWISATA",1607473901,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",389099,2745324,"3.26.01","PROGRAM PENUNJANG URUSAN PEMERINTAHAN DAERAH KABUPATEN/KOTA",2073408081,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",389099,2745325,"3.26.02","PROGRAM PENINGKATAN DAYA TARIK DESTINASI PARIWISATA",1773772201,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",389099,2745326,"3.26.05","PROGRAM PENGEMBANGAN SUMBER DAYA PARIWISATA DAN EKONOMI KREATIF",784875330,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",389099,2745327,"3.26.04","PROGRAM PENGEMBANGAN EKONOMI KREATIF MELALUI PEMANFAATAN DAN PERLINDUNGAN HAK KEKAYAAN INTELEKTUAL",636978100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",387484,2745491,"2.22.04","PROGRAM PEMBINAAN SEJARAH",300000000,0,false,"2025-10-10"
