tahun_anggaran,kd_klpd,nama_klpd,jenis_klpd,kd_satker,kd_program,kd_kegiatan,kd_kegiatan_str,nama_kegiatan,pagu_kegiatan,kd_kegiatan_lokal,is_deleted,_event_date
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572821,13092607,"2.19.03.2.01","Pembinaan dan Pengembangan Olahraga Pendidikan pada Jenjang Pendidikan yang Menjadi Kewenangan Daerah Kabupaten/Kota",9013950550,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572821,13092608,"2.19.03.2.02","Penyelenggaraan Kejuaraan Olahraga Tingkat Daerah Kabupaten/Kota",1077875700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572823,13092609,"2.19.02.2.02","Pemberdayaan dan Pengembangan Organisasi Kepemudaan Tingkat Daerah Kabupaten/Kota",3124531200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572824,13092610,"2.19.04.2.01","Pembinaan dan Pengembangan Organisasi Kepramukaan",3778731879,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572822,13092611,"2.19.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",245000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572822,13092612,"2.19.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",6786484499,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572822,13092613,"2.19.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",696444721,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152347,2572822,13092614,"2.19.01.2.02","Administrasi Keuangan Perangkat Daerah",29775750,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573345,13093920,"7.01.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",547366304,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573345,13093921,"7.01.01.2.06","Administrasi Umum Perangkat Daerah",219824599,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573346,13093922,"7.01.06.2.01","Fasilitasi, Rekomendasi dan Koordinasi\n\nPembinaan dan Pengawasan Pemerintahan Desa",106488000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573347,13093923,"7.01.03.2.01","Koordinasi Kegiatan Pemberdayaan Desa",79900000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573348,13093924,"7.01.05.2.01","Penyelenggaraan Urusan Pemerintahan Umum Sesuai Penugasan Kepala Daerah",89975000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573345,13093925,"7.01.01.2.03","Administrasi Barang Milik Daerah pada Perangkat Daerah",620000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573349,13093926,"7.01.04.2.01","Koordinasi Upaya Penyelenggaraan Ketenteraman dan Ketertiban Umum",88656900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573350,13093927,"7.01.02.2.02","Penyelenggaraan Urusan Pemerintahan yang Tidak Dilaksanakan oleh Unit Kerja Perangkat Daerah yang Ada di Kecamatan",19602948,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573350,13093928,"7.01.02.2.01","Koordinasi Penyelenggaraan Kegiatan\n\nPemerintahan di Tingkat Kecamatan",10000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573349,13093929,"7.01.04.2.02","Koordinasi Penerapan dan Penegakan Peraturan Daerah dan Peraturan Kepala Daerah",27450000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573350,13093930,"7.01.02.2.04","Pelaksanaan Urusan Pemerintahan yang Dilimpahkan kepada Camat",305527466,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573345,13093931,"7.01.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",27378926,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573345,13093932,"7.01.01.2.02","Administrasi Keuangan Perangkat Daerah",1320000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573345,13093933,"7.01.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",59983500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573345,13093934,"7.01.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",326819061,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573347,13093935,"7.01.03.2.03","Pemberdayaan Lembaga Kemasyarakatan Tingkat Kecamatan",36103000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573345,13093936,"7.01.01.2.05","Administrasi Kepegawaian Perangkat Daerah",106468000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573347,13093937,"7.01.03.2.06","Pemberdayaan dan Kesejahteraan Keluarga Tingkat Kecamatan dan Kelurahan",60000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60488,2573350,13093938,"7.01.02.2.03","Koordinasi Pemeliharaan Prasarana dan Sarana Pelayanan Umum",52000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574004,13095927,"7.01.05.2.01","Penyelenggaraan Urusan Pemerintahan Umum Sesuai Penugasan Kepala Daerah",111021500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574005,13095928,"7.01.03.2.01","Koordinasi Kegiatan Pemberdayaan Desa",27824200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574006,13095929,"7.01.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",334752150,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574006,13095930,"7.01.01.2.06","Administrasi Umum Perangkat Daerah",148285660,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574006,13095931,"7.01.01.2.02","Administrasi Keuangan Perangkat Daerah",7756810,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574006,13095932,"7.01.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",26935000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574005,13095933,"7.01.03.2.03","Pemberdayaan Lembaga Kemasyarakatan Tingkat Kecamatan",30844160,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574007,13095934,"7.01.04.2.01","Koordinasi Upaya Penyelenggaraan Ketenteraman dan Ketertiban Umum",6000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574005,13095935,"7.01.03.2.06","Pemberdayaan dan Kesejahteraan Keluarga Tingkat Kecamatan dan Kelurahan",33231200,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574008,13095936,"7.01.02.2.04","Pelaksanaan Urusan Pemerintahan yang Dilimpahkan kepada Camat",233495905,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574007,13095937,"7.01.04.2.02","Koordinasi Penerapan dan Penegakan Peraturan Daerah dan Peraturan Kepala Daerah",37454940,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574009,13095938,"7.01.06.2.01","Fasilitasi, Rekomendasi dan Koordinasi\n\nPembinaan dan Pengawasan Pemerintahan Desa",42865600,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574008,13095939,"7.01.02.2.03","Koordinasi Pemeliharaan Prasarana dan Sarana Pelayanan Umum",38350300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574006,13095940,"7.01.01.2.05","Administrasi Kepegawaian Perangkat Daerah",30782300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574006,13095941,"7.01.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",334306810,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574006,13095942,"7.01.01.2.03","Administrasi Barang Milik Daerah pada Perangkat Daerah",1125400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60476,2574006,13095943,"7.01.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",84466500,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098131,"2.12.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",1811605104,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098132,"2.12.01.2.06","Administrasi Umum Perangkat Daerah",16137273290,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098133,"2.12.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",6902846655,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098134,"2.12.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",242946976,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574810,13098135,"2.12.03.2.02","Penyelenggaraan Pencatatan Sipil",445743100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574810,13098136,"2.12.03.2.01","Pelayanan Pencatatan Sipil",212956960,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574811,13098137,"2.12.05.2.01","Penyusunan Profil Kependudukan",33814650,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098138,"2.12.04.2.02","Penataan Pengelolaan Informasi Administrasi Kependudukan",79269800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574813,13098139,"2.12.02.2.01","Pelayanan Pendaftaran Penduduk",617925236,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574813,13098140,"2.12.02.2.03","Penyelenggaraan Pendaftaran Penduduk",295772090,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098141,"2.12.04.2.04","Pembinaan dan Pengawasan Pengelolaan Informasi Administrasi Kependudukan",1641317100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098142,"2.12.04.2.03","Penyelenggaraan Pengelolaan Informasi Administrasi Kependudukan",587997900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098143,"2.12.01.2.02","Administrasi Keuangan Perangkat Daerah",71371300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574812,13098144,"2.12.04.2.01","Pengumpulan Data Kependudukan dan Pemanfaatan dan Penyajian Database Kependudukan",146837800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098145,"2.12.01.2.05","Administrasi Kepegawaian Perangkat Daerah",345542300,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60420,2574809,13098146,"2.12.01.2.03","Administrasi Barang Milik Daerah pada Perangkat Daerah",8500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535809,13098693,"1.03.12.2.04","Koordinasi dan Sinkronisasi Pengendalian Pemanfaatan Ruang Daerah Kabupaten/Kota",92450000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535802,13098223,"1.03.02.2.01","Pengelolaan SDA dan Bangunan Pengaman Pantai pada Wilayah Sungai (WS) dalam 1 (Satu) Daerah Kabupaten/Kota",29260227660,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535802,13098300,"1.03.02.2.02","Pengembangan dan Pengelolaan Sistem Irigasi Primer dan Sekunder pada Daerah Irigasi yang Luasnya di Bawah 1000 Ha dalam 1 (Satu) Daerah Kabupaten/Kota",17261039981,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535803,13098327,"1.03.03.2.01","Pengelolaan dan Pengembangan Sistem Penyediaan Air Minum (SPAM) di Daerah Kabupaten/Kota",46681344747,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535804,13098343,"1.03.04.2.01","Pengembangan Sistem dan Pengelolaan Persampahan di Daerah Kabupaten/Kota",6593152000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535805,13098346,"1.03.05.2.01","Pengelolaan dan Pengembangan Sistem Air Limbah Domestik dalam Daerah Kabupaten/Kota",33163750856,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098362,"7.01.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",34500000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098363,"7.01.03.2.06","Pemberdayaan dan Kesejahteraan Keluarga Tingkat Kecamatan dan Kelurahan",45000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098364,"7.01.01.2.03","Administrasi Barang Milik Daerah pada Perangkat Daerah",3000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098365,"7.01.01.2.06","Administrasi Umum Perangkat Daerah",69645900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574906,13098366,"7.01.02.2.02","Penyelenggaraan Urusan Pemerintahan yang Tidak Dilaksanakan oleh Unit Kerja Perangkat Daerah yang Ada di Kecamatan",55030000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574907,13098367,"7.01.05.2.01","Penyelenggaraan Urusan Pemerintahan Umum Sesuai Penugasan Kepala Daerah",82772000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098368,"7.01.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",8856000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574906,13098369,"7.01.02.2.04","Pelaksanaan Urusan Pemerintahan yang Dilimpahkan kepada Camat",424232846,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574906,13098370,"7.01.02.2.03","Koordinasi Pemeliharaan Prasarana dan Sarana Pelayanan Umum",7176700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098371,"7.01.03.2.03","Pemberdayaan Lembaga Kemasyarakatan Tingkat Kecamatan",35248000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098372,"7.01.01.2.05","Administrasi Kepegawaian Perangkat Daerah",32128700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098373,"7.01.01.2.02","Administrasi Keuangan Perangkat Daerah",5810000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574908,13098374,"7.01.06.2.01","Fasilitasi, Rekomendasi dan Koordinasi\n\nPembinaan dan Pengawasan Pemerintahan Desa",94055000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098375,"7.01.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",497600000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574909,13098376,"7.01.04.2.02","Koordinasi Penerapan dan Penegakan Peraturan Daerah dan Peraturan Kepala Daerah",15154700,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098377,"7.01.03.2.01","Koordinasi Kegiatan Pemberdayaan Desa",9853400,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574905,13098378,"7.01.03.2.02","Kegiatan Pemberdayaan Kelurahan",5491720974,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098379,"7.01.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",32000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60463,2574904,13098380,"7.01.01.2.04","Administrasi Pendapatan Daerah Kewenangan Perangkat Daerah",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96025,2574899,13098403,"2.11.11.2.01","Pengelolaan Sampah",64299661208,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535806,13098414,"1.03.06.2.01","Pengelolaan dan Pengembangan Sistem Drainase yang Terhubung Langsung dengan Sungai dalam Daerah Kabupaten/Kota",56691295434,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535807,13098583,"1.03.10.2.01","Penyelenggaraan Jalan Kabupaten/Kota",276422063233,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535808,13098606,"1.03.11.2.01","Penyelenggaraan Pelatihan Tenaga Terampil Konstruksi",1217482000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535808,13098652,"1.03.11.2.02","Penyelenggaraan Sistem Informasi Jasa Konstruksi Cakupan Daerah Kabupaten/Kota",100000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535809,13098662,"1.03.12.2.01","Penetapan Rencana Tata Ruang Wilayah (RTRW) dan Rencana Rinci Tata Ruang (RRTR) Kabupaten/Kota",947526100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535809,13098665,"1.03.12.2.02","Koordinasi dan Sinkronisasi Perencanaan Tata Ruang Daerah Kabupaten/Kota",2617070800,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535809,13098677,"1.03.12.2.03","Koordinasi dan Sinkronisasi Pemanfaatan Ruang Daerah Kabupaten/Kota",475025000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535801,13098729,"1.03.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",527068100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535801,13098778,"1.03.01.2.02","Administrasi Keuangan Perangkat Daerah",255000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535801,13098781,"1.03.01.2.03","Administrasi Barang Milik Daerah pada Perangkat Daerah",250000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535801,13098802,"1.03.01.2.05","Administrasi Barang Milik Daerah pada Perangkat Daerah",681625000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535801,13098848,"1.03.01.2.06","Administrasi Umum Perangkat Daerah",2995460000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535801,13098880,"1.03.01.2.07","Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah",2233931900,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535801,13098922,"1.03.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",9096278244,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535801,13098923,"1.03.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",1691047100,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",152342,2535801,13098925,"1.03.01.2.11","Administrasi Keuangan dan Operasional Kepala Daerah dan Wakil Kepala Daerah",1308761934,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099263,"1.01.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",528427205,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099264,"1.01.02.2.03","Pengelolaan Pendidikan Anak Usia Dini (PAUD)",103371351176,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099265,"1.01.01.2.06","Administrasi Umum Perangkat Daerah",1092010495,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099266,"1.01.02.2.04","Pengelolaan Pendidikan Nonformal/Kesetaraan",44820950471,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099267,"1.01.02.2.02","Pengelolaan Pendidikan Sekolah Menengah Pertama",271647291270,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575275,13099268,"1.01.02.2.01","Pengelolaan Pendidikan Sekolah Dasar",496654968058,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099269,"1.01.01.2.05","Administrasi Kepegawaian Perangkat Daerah",470170322,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099270,"1.01.01.2.03","Administrasi Barang Milik Daerah pada Perangkat Daerah",1021138328,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575276,13099271,"1.01.06.2.01","Pembinaan, Pengembangan dan Perlindungan Bahasa dan Sastra yang Penuturannya dalam Daerah Kabupaten/Kota",405425850,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575277,13099272,"1.01.03.2.02","Penetapan Kurikulum Muatan Lokal Pendidikan Anak Usia Dini dan Pendidikan Nonformal",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575278,13099273,"1.01.05.2.02","Penerbitan Izin PAUD dan Pendidikan Nonformal yang Diselenggarakan oleh Masyarakat",400000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099274,"1.01.01.2.02","Administrasi Keuangan Perangkat Daerah",80294000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575279,13099275,"1.01.04.2.01","Pemerataan Kuantitas dan Kualitas Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Dasar, PAUD, dan Pendidikan Nonformal/Kesetaraan",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575278,13099276,"1.01.05.2.01","Penerbitan Izin Pendidikan Dasar yang Diselenggarakan oleh Masyarakat",200000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099277,"1.01.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",934267509,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575277,13099278,"1.01.03.2.01","Penetapan Kurikulum Muatan Lokal Pendidikan Dasar",0,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",96020,2575274,13099279,"1.01.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",3074939832,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575485,13099757,"7.01.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",99313860,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575485,13099758,"7.01.01.2.06","Administrasi Umum Perangkat Daerah",258726355,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575485,13099759,"7.01.01.2.02","Administrasi Keuangan Perangkat Daerah",600000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575486,13099760,"7.01.05.2.01","Penyelenggaraan Urusan Pemerintahan Umum Sesuai Penugasan Kepala Daerah",109348000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575485,13099761,"7.01.01.2.01","Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah",9929661,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575487,13099762,"7.01.03.2.03","Pemberdayaan Lembaga Kemasyarakatan Tingkat Kecamatan",30000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575485,13099763,"7.01.01.2.05","Administrasi Kepegawaian Perangkat Daerah",30000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575485,13099764,"7.01.01.2.08","Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah",395169985,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575488,13099765,"7.01.06.2.01","Fasilitasi, Rekomendasi dan Koordinasi\n\nPembinaan dan Pengawasan Pemerintahan Desa",71000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575489,13099766,"7.01.02.2.04","Pelaksanaan Urusan Pemerintahan yang Dilimpahkan kepada Camat",107917319,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575489,13099767,"7.01.02.2.03","Koordinasi Pemeliharaan Prasarana dan Sarana Pelayanan Umum",15000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575489,13099768,"7.01.02.2.02","Penyelenggaraan Urusan Pemerintahan yang Tidak Dilaksanakan oleh Unit Kerja Perangkat Daerah yang Ada di Kecamatan",15000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575487,13099769,"7.01.03.2.06","Pemberdayaan dan Kesejahteraan Keluarga Tingkat Kecamatan dan Kelurahan",60000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575490,13099770,"7.01.04.2.01","Koordinasi Upaya Penyelenggaraan Ketenteraman dan Ketertiban Umum",15000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575487,13099771,"7.01.03.2.01","Koordinasi Kegiatan Pemberdayaan Desa",15000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60464,2575490,13099772,"7.01.04.2.02","Koordinasi Penerapan dan Penegakan Peraturan Daerah dan Peraturan Kepala Daerah",15000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575709,13100345,"7.01.01.2.09","Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah",114190000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575710,13100346,"7.01.03.2.03","Pemberdayaan Lembaga Kemasyarakatan Tingkat Kecamatan",18651000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575709,13100347,"7.01.01.2.03","Administrasi Barang Milik Daerah pada Perangkat Daerah",5000000,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575710,13100348,"7.01.03.2.01","Koordinasi Kegiatan Pemberdayaan Desa",18794015,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575711,13100349,"7.01.02.2.04","Pelaksanaan Urusan Pemerintahan yang Dilimpahkan kepada Camat",126671999,0,false,"2025-10-10"
2025,"D107","Kab. Bandung","KABUPATEN",60467,2575712,13100350,"7.01.06.2.01","Fasilitasi, Rekomendasi dan Koordinasi\n\nPembinaan dan Pengawasan Pemerintahan Desa",42000000,0,false,"2025-10-10"
